,Artist,Track,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Title,Channel,Views,Likes,Licensed,Stream
0,Gorillaz,Feel Good Inc.,0.818,0.705,6.0,-6.679,0.177,0.00836,0.00233,0.613,0.772,138.559,222640.0,Gorillaz - Feel Good Inc. (Official Video),Gorillaz,693555221.0,6220896.0,True,1040234854.0
1,Gorillaz,Rhinestone Eyes,0.676,0.703,8.0,-5.815,0.0302,0.0869,0.000687,0.0463,0.852,92.761,200173.0,Gorillaz - Rhinestone Eyes [Storyboard Film] (Official Music Video),Gorillaz,72011645.0,1079128.0,True,310083733.0
2,Gorillaz,New Gold (feat. Tame Impala and Bootie Brown),0.695,0.923,1.0,-3.93,0.0522,0.0425,0.0469,0.116,0.551,108.014,215150.0,Gorillaz - New Gold ft. Tame Impala & Bootie Brown (Official Visualiser),Gorillaz,8435055.0,282142.0,True,63063467.0
3,Gorillaz,On Melancholy Hill,0.689,0.739,2.0,-5.81,0.026,1.51e-05,0.509,0.064,0.578,120.423,233867.0,Gorillaz - On Melancholy Hill (Official Video),Gorillaz,211754952.0,1788577.0,True,434663559.0
4,Gorillaz,Clint Eastwood,0.663,0.694,10.0,-8.627,0.171,0.0253,0.0,0.0698,0.525,167.953,340920.0,Gorillaz - Clint Eastwood (Official Video),Gorillaz,618480958.0,6197318.0,True,617259738.0
5,Gorillaz,DARE,0.76,0.891,11.0,-5.852,0.0372,0.0229,0.0869,0.298,0.966,120.264,245000.0,Gorillaz - DARE (Official Video),Gorillaz,259021161.0,1844658.0,True,323850327.0
6,Gorillaz,New Gold (feat. Tame Impala and Bootie Brown) - Dom Dolla Remix,0.716,0.897,4.0,-7.185,0.0629,0.012,0.262,0.325,0.358,127.03,274142.0,"Gorillaz - New Gold ft. Tame Impala, Bootie Brown (Dom Dolla Remix) (Official Live Video)",Dom Dolla,451996.0,11686.0,False,10666154.0
7,Gorillaz,She's My Collar (feat. Kali Uchis),0.726,0.815,11.0,-5.886,0.0313,0.00799,0.081,0.112,0.462,140.158,209560.0,Gorillaz - She's My Collar [HQ],SalvaMuñox,1010982.0,17675.0,False,159605929.0
8,Gorillaz,Cracker Island (feat. Thundercat),0.741,0.913,2.0,-3.34,0.0465,0.00343,0.103,0.325,0.643,120.012,213750.0,Gorillaz - Cracker Island ft. Thundercat (Official Video),Gorillaz,24459820.0,739527.0,True,42671901.0
9,Gorillaz,Dirty Harry,0.625,0.877,10.0,-7.176,0.162,0.0315,0.0811,0.672,0.865,192.296,230426.0,Gorillaz - Dirty Harry (Official Video),Gorillaz,154761056.0,1386920.0,True,191074713.0
10,Red Hot Chili Peppers,Californication,0.592,0.767,9.0,-2.788,0.027,0.0021,0.00165,0.127,0.328,96.483,329733.0,Red Hot Chili Peppers - Californication (Official Music Video) [HD UPGRADE],Red Hot Chili Peppers,1018811259.0,4394471.0,True,1055738398.0
11,Red Hot Chili Peppers,Under the Bridge,0.559,0.345,4.0,-13.496,0.0459,0.0576,0.000105,0.141,0.458,84.581,264307.0,Red Hot Chili Peppers - Under The Bridge [Official Music Video],Red Hot Chili Peppers,246687714.0,1213572.0,True,1061750522.0
12,Red Hot Chili Peppers,Can't Stop,0.618,0.938,9.0,-3.442,0.0456,0.0179,0.0,0.167,0.875,91.455,269000.0,Red Hot Chili Peppers - Can't Stop [Official Music Video],Red Hot Chili Peppers,336635759.0,1740224.0,True,866464951.0
13,Red Hot Chili Peppers,Scar Tissue,0.595,0.717,0.0,-4.803,0.0295,0.0779,0.00274,0.108,0.547,88.969,215907.0,Red Hot Chili Peppers - Scar Tissue [Official Music Video],Red Hot Chili Peppers,435121530.0,1890900.0,True,613838674.0
14,Red Hot Chili Peppers,Otherside,0.458,0.795,0.0,-3.265,0.0574,0.00316,0.000202,0.0756,0.513,123.229,255373.0,Red Hot Chili Peppers - Otherside [Official Music Video],Red Hot Chili Peppers,673528656.0,3140356.0,True,732774515.0
15,Red Hot Chili Peppers,Snow (Hey Oh),0.427,0.9,11.0,-3.674,0.0499,0.116,1.75e-05,0.119,0.599,104.655,334667.0,Red Hot Chili Peppers - Snow (Hey Oh) (Official Music Video),Red Hot Chili Peppers,320871237.0,1272266.0,True,860722316.0
16,Red Hot Chili Peppers,Dani California,0.556,0.913,0.0,-2.36,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,282160.0,Red Hot Chili Peppers - Dani California [Official Music Video],Red Hot Chili Peppers,324228662.0,1456622.0,True,550067391.0
17,Red Hot Chili Peppers,By the Way,0.451,0.97,0.0,-4.938,0.107,0.0264,0.00355,0.102,0.198,122.444,216933.0,Red Hot Chili Peppers - By The Way [Official Music Video],Red Hot Chili Peppers,179005296.0,784717.0,True,367485508.0
18,Red Hot Chili Peppers,Give It Away,0.666,0.936,7.0,-9.919,0.0476,0.00244,0.086,0.153,0.776,91.577,282907.0,Red Hot Chili Peppers - Give It Away [Official Music Video],Red Hot Chili Peppers,86637926.0,434837.0,True,301947159.0
19,Red Hot Chili Peppers,Dark Necessities,0.7,0.742,5.0,-6.777,0.0716,0.0722,0.0199,0.11,0.197,91.959,302000.0,Red Hot Chili Peppers - Dark Necessities [Official Music Video],Red Hot Chili Peppers,440037964.0,2094182.0,True,385677873.0
20,50 Cent,In Da Club,0.902,0.72,6.0,-2.776,0.347,0.26,0.0,0.0749,0.805,90.059,193467.0,50 Cent - In Da Club (Official Music Video),50CentVEVO,1682616458.0,10481678.0,True,1041736808.0
21,50 Cent,Candy Shop,0.614,0.574,11.0,-7.961,0.466,0.0253,3.2e-05,0.38,0.755,125.173,209107.0,50 Cent - Candy Shop (Official Music Video) ft. Olivia,50CentVEVO,838974650.0,5014527.0,True,701248893.0
22,50 Cent,Just A Lil Bit,0.489,0.692,1.0,-6.672,0.41,0.0322,0.00608,0.315,0.527,96.946,237707.0,50 Cent - Just A Lil Bit,50CentVEVO,476133463.0,2523312.0,True,395155110.0
23,50 Cent,P.I.M.P.,0.7,0.758,10.0,-3.012,0.342,0.0444,1.3e-05,0.0401,0.889,78.693,249467.0,"50 Cent - P.I.M.P. (Snoop Dogg Remix) ft. Snoop Dogg, G-Unit",50CentVEVO,572659065.0,3334710.0,True,541728561.0
24,50 Cent,Many Men (Wish Death),0.653,0.826,6.0,-2.93,0.354,0.0153,0.00146,0.131,0.416,108.52,256227.0,50 Cent - Many Men (Wish Death) (Dirty Version),50CentVEVO,441155628.0,2765887.0,True,332175400.0
25,50 Cent,Disco Inferno,0.925,0.659,3.0,-4.763,0.231,0.206,7.88e-05,0.279,0.71,97.018,214227.0,50 Cent - Disco Inferno (Official Music Video),50CentVEVO,39825951.0,382791.0,True,202477187.0
26,50 Cent,21 Questions,0.576,0.807,6.0,-3.908,0.317,0.353,0.000363,0.0512,0.908,90.012,224427.0,50 Cent - 21 Questions (Official Music Video) ft. Nate Dogg,50CentVEVO,503248572.0,2759199.0,True,446003044.0
27,50 Cent,Is This Love ('09) (feat. 50 Cent),0.853,0.776,8.0,-4.221,0.261,0.0714,0.0,0.181,0.659,94.028,212013.0,"Eminem, 50 Cent - Is This Love ('09) [Visualizer]",EminemVEVO,5289821.0,245935.0,True,28529840.0
28,50 Cent,If I Can't,0.892,0.631,11.0,-2.522,0.302,0.244,0.0,0.0235,0.838,93.975,196640.0,50 Cent - If I Can't (Official Music Video),Wu Sound,46096.0,612.0,False,210473579.0
29,50 Cent,Best Friend - Remix,0.545,0.64,10.0,-3.529,0.308,0.368,0.0,0.111,0.574,181.733,254493.0,50 Cent-Best Friend(Remix),Lightning,291023.0,5729.0,False,160037992.0
33,Metallica,Whiskey In The Jar,0.511,0.972,10.0,-3.751,0.0413,5.36e-06,0.00101,0.19,0.532,132.97,304893.0,Metallica - Whiskey In The Jar (Official Music Video),Warner Records Vault,107553434.0,429797.0,False,327681785.0
37,Metallica,Lux Æterna,0.386,0.996,11.0,-2.96,0.0754,1.15e-05,0.000836,0.116,0.188,130.573,205680.0,Metallica: Lux Æterna (Official Music Video),Metallica,14937918.0,473751.0,True,20061385.0
39,Metallica,Screaming Suicide,0.425,0.972,4.0,-3.448,0.045,2.42e-05,0.0202,0.239,0.282,101.125,330453.0,Metallica: Screaming Suicide (Official Music Video),Metallica,4317758.0,217109.0,True,3905429.0
40,Coldplay,Yellow,0.429,0.661,11.0,-7.227,0.0281,0.00239,0.000121,0.234,0.285,173.372,266773.0,Coldplay - Yellow (Official Video),Coldplay,832532409.0,4600933.0,True,1483622308.0
41,Coldplay,Viva La Vida,0.486,0.617,5.0,-7.115,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373.0,Coldplay - Viva La Vida (Official Video),Coldplay,789581468.0,4370461.0,True,1325575712.0
42,Coldplay,Sparks,0.371,0.268,1.0,-10.506,0.0281,0.748,0.0517,0.104,0.165,102.617,227093.0,Sparks,Coldplay - Topic,73201019.0,787343.0,True,475353044.0
43,Coldplay,Something Just Like This,0.617,0.635,11.0,-6.769,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160.0,The Chainsmokers & Coldplay - Something Just Like This (Lyric),ChainsmokersVEVO,2118018686.0,10282499.0,True,2030825694.0
44,Coldplay,The Scientist,0.557,0.442,5.0,-7.224,0.0243,0.731,1.46e-05,0.11,0.213,146.277,309600.0,Coldplay - The Scientist (Official 4K Video),Coldplay,1082588109.0,5532787.0,True,1465980600.0
45,Coldplay,A Sky Full of Stars,0.545,0.675,6.0,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97,267867.0,Coldplay - A Sky Full Of Stars (Official Video),Coldplay,786404613.0,3741300.0,True,1021782403.0
46,Coldplay,Paradise,0.449,0.585,5.0,-6.761,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,278719.0,Coldplay - Paradise (Official Video),Coldplay,1665814269.0,8497224.0,True,927288329.0
47,Coldplay,Hymn for the Weekend,0.491,0.693,0.0,-6.487,0.0377,0.211,6.92e-06,0.325,0.412,90.027,258267.0,Coldplay - Hymn For The Weekend (Official Video),Coldplay,1828242112.0,13515772.0,True,1049654852.0
48,Coldplay,My Universe,0.573,0.711,1.0,-6.268,0.0406,0.0114,0.0,0.328,0.47,105.006,226198.0,Coldplay X BTS - My Universe (Official Video),Coldplay,254655970.0,8867547.0,True,883224238.0
49,Coldplay,Fix You,0.209,0.417,3.0,-8.74,0.0338,0.164,0.00196,0.113,0.124,138.178,295533.0,Coldplay - Fix You (Official Video),Coldplay,566239229.0,2962029.0,True,1115171056.0
50,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,0.794,0.811,6.0,-8.966,0.038,0.0426,1.07e-06,0.101,0.862,116.047,248413.0,Daft Punk - Get Lucky (Official Video) feat. Pharrell Williams and Nile Rodgers,convar HUN,32310867.0,956073.0,False,844698895.0
51,Daft Punk,One More Time,0.613,0.697,2.0,-8.618,0.133,0.0194,0.0,0.332,0.476,122.746,320357.0,Daft Punk - One More Time (Official Video),Daft Punk,432177586.0,2707992.0,True,471747761.0
52,Daft Punk,Instant Crush (feat. Julian Casablancas),0.775,0.585,10.0,-9.516,0.0271,0.0422,0.619,0.077,0.518,109.942,337560.0,Daft Punk - Instant Crush (Video) ft. Julian Casablancas,DaftPunkVEVO,606828966.0,3111505.0,True,460589724.0
53,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers),0.81,0.793,6.0,-9.404,0.0403,0.0378,1.77e-06,0.072,0.863,116.05,369627.0,Daft Punk - Get Lucky (Official Video) feat. Pharrell Williams and Nile Rodgers,convar HUN,32310867.0,956073.0,False,400304719.0
54,Daft Punk,Around the World,0.956,0.795,7.0,-5.311,0.15,0.00356,0.889,0.0906,0.841,121.294,429533.0,Daft Punk - Around The World (Official Music Video Remastered),Daft Punk,38218353.0,466569.0,True,293417547.0
55,Daft Punk,"Harder, Better, Faster, Stronger",0.817,0.716,6.0,-8.898,0.144,0.0427,0.00263,0.358,0.692,123.474,224693.0,"Daft Punk - Harder, Better, Faster, Stronger (Official Video)",Daft Punk,121308880.0,1329678.0,True,292668007.0
56,Daft Punk,Something About Us,0.875,0.475,9.0,-12.673,0.0986,0.44,0.72,0.046,0.384,99.958,232667.0,Daft Punk - Something About Us (Official Video),Daft Punk,77464307.0,723914.0,True,185381876.0
57,Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),0.832,0.659,10.0,-7.828,0.057,0.0839,0.00114,0.0753,0.674,100.163,353893.0,Daft Punk - Lose Yourself to Dance (Official Version),DaftPunkVEVO,195983803.0,1115598.0,True,274711166.0
58,Daft Punk,Veridis Quo,0.605,0.687,9.0,-13.928,0.045,0.479,0.949,0.104,0.12,106.896,345187.0,Daft Punk - Veridis Quo (Official Video),Daft Punk,23984070.0,216822.0,True,90589464.0
59,Daft Punk,Digital Love,0.644,0.664,9.0,-8.398,0.0332,0.048,0.867,0.342,0.53,124.726,301373.0,Daft Punk - Digital Love (Official Video),Daft Punk,30079390.0,203063.0,True,115484456.0
60,Linkin Park,In the End,0.556,0.864,3.0,-5.87,0.0584,0.00958,0.0,0.209,0.4,105.143,216880.0,In The End [Official HD Music Video] - Linkin Park,Linkin Park,1487186392.0,10183387.0,True,1444841705.0
61,Linkin Park,Numb,0.496,0.863,9.0,-4.153,0.0381,0.0046,0.0,0.639,0.243,110.018,185587.0,Numb [Official Music Video] - Linkin Park,Linkin Park,1928733776.0,12341722.0,True,1195213410.0
62,Linkin Park,What I've Done,0.623,0.93,5.0,-5.285,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,205613.0,What I've Done [Official Music Video] - Linkin Park,Linkin Park,587927093.0,3370635.0,True,589294152.0
63,Linkin Park,Numb / Encore,0.687,0.793,2.0,-4.254,0.166,0.0603,0.0,0.582,0.751,107.045,205733.0,Numb/Encore [Live] - Linkin Park & Jay Z,Linkin Park,44436981.0,226771.0,True,778880225.0
64,Linkin Park,One Step Closer,0.492,0.969,9.0,-4.419,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,157333.0,One Step Closer [Official HD Music Video] - Linkin Park,Linkin Park,154808291.0,1102031.0,True,447287242.0
65,Linkin Park,Faint,0.554,0.978,4.0,-3.554,0.131,0.111,0.0,0.0731,0.594,135.095,162600.0,Faint [Official Music Video] - Linkin Park,Linkin Park,378323695.0,2061834.0,True,413355749.0
66,Linkin Park,Bleed It Out,0.529,0.967,1.0,-3.647,0.0508,0.114,0.0,0.61,0.596,140.127,166373.0,Bleed It Out [Official Music Video] - Linkin Park,Linkin Park,135176149.0,762715.0,True,388331061.0
67,Linkin Park,Papercut,0.524,0.939,9.0,-3.994,0.113,0.00022,0.0,0.623,0.661,150.184,184867.0,Papercut [Official HD Music Video] - Linkin Park,Linkin Park,240834555.0,1400306.0,True,345142662.0
68,Linkin Park,Crawling,0.58,0.702,4.0,-5.565,0.0337,0.0466,3.2e-06,0.536,0.299,105.076,208960.0,Crawling [Official HD Music Video] - Linkin Park,Linkin Park,374506972.0,2197293.0,True,391929621.0
69,Linkin Park,BURN IT DOWN,0.585,0.972,9.0,-4.45,0.0534,0.0143,0.0,0.0707,0.585,110.006,230253.0,BURN IT DOWN [Official Music Video] - Linkin Park,Linkin Park,353135986.0,2534190.0,True,368132993.0
70,Radiohead,Creep,0.515,0.43,7.0,-9.935,0.0372,0.0097,0.000133,0.129,0.104,91.844,238640.0,Radiohead - Creep,Radiohead,763497849.0,4777393.0,True,1101854725.0
71,Radiohead,No Surprises,0.255,0.393,5.0,-10.654,0.0278,0.0577,0.00361,0.113,0.118,76.426,229120.0,Radiohead - No Surprises,Radiohead,167847274.0,1274934.0,True,379349681.0
72,Radiohead,Karma Police,0.36,0.501,7.0,-9.129,0.0258,0.0638,9.32e-05,0.172,0.324,74.807,264067.0,Radiohead - Karma Police,Radiohead,89246405.0,593396.0,True,382823305.0
73,Radiohead,High and Dry,0.419,0.383,4.0,-11.782,0.0256,0.0724,0.0176,0.0896,0.35,87.568,257480.0,Radiohead -  High & Dry -  American Version [OFFICIAL MUSIC VIDEO],Justice Elan Wenzloff,80290.0,2133.0,False,291096318.0
74,Radiohead,Exit Music (For A Film),0.293,0.276,4.0,-11.357,0.0349,0.224,0.122,0.167,0.195,121.603,267187.0,Exit Music (For A Film),Radiohead - Topic,10644157.0,171322.0,True,146857863.0
75,Radiohead,Weird Fishes/ Arpeggi,0.531,0.61,11.0,-8.025,0.0387,0.772,0.756,0.0908,0.199,152.958,318187.0,Radiohead - Weird Fishes -  by Tobias Stretch,Radiohead,15335499.0,125774.0,False,121688699.0
76,Radiohead,Jigsaw Falling Into Place,0.462,0.832,11.0,-6.085,0.0479,0.108,0.00416,0.0741,0.807,165.653,248893.0,Radiohead - Jigsaw Falling Into Place,Radiohead,26398730.0,180969.0,True,79367881.0
77,Radiohead,Fake Plastic Trees,0.463,0.229,2.0,-12.592,0.0297,0.167,0.0997,0.202,0.135,73.543,290707.0,Radiohead - Fake Plastic Trees,Radiohead,61340263.0,398951.0,True,219867047.0
78,Radiohead,Just,0.291,0.767,7.0,-6.913,0.0862,0.000401,0.012,0.0763,0.359,175.702,234800.0,Radiohead - Just,Radiohead,15041854.0,146328.0,True,88945336.0
79,Radiohead,Nude,0.516,0.342,4.0,-9.785,0.0342,0.832,0.579,0.0857,0.167,128.378,255387.0,Radiohead - Nude,Radiohead,12205514.0,124486.0,True,86388469.0
80,AC/DC,Highway to Hell,0.574,0.913,6.0,-4.793,0.133,0.061,0.00158,0.156,0.423,115.728,208400.0,AC/DC - Highway to Hell (Official Video),acdcVEVO,274830901.0,2039258.0,True,1143164505.0
81,AC/DC,Thunderstruck,0.502,0.89,4.0,-5.175,0.0364,0.000147,0.0117,0.217,0.259,133.52,292880.0,AC/DC - Thunderstruck (Official Video),acdcVEVO,1224226060.0,5989128.0,True,1088388556.0
82,AC/DC,Back In Black,0.31,0.7,9.0,-5.678,0.047,0.011,0.00965,0.0828,0.763,188.386,255493.0,AC/DC - Back In Black (Official Video),acdcVEVO,915158054.0,5643694.0,True,1182379398.0
83,AC/DC,You Shook Me All Night Long,0.532,0.767,7.0,-5.509,0.0574,0.00287,0.000513,0.39,0.755,127.361,210173.0,AC/DC - You Shook Me All Night Long (Official Video),acdcVEVO,279117834.0,1348845.0,True,802076123.0
84,AC/DC,T.N.T.,0.754,0.759,9.0,-5.218,0.302,0.153,0.000108,0.101,0.435,126.366,214667.0,"AC/DC - T.N.T. (Live At River Plate, December 2009)",acdcVEVO,240908491.0,934797.0,True,526521070.0
85,AC/DC,Hells Bells,0.389,0.873,4.0,-4.768,0.0475,0.00532,0.0055,0.273,0.303,106.767,312293.0,AC/DC - Hells Bells (Official Video),acdcVEVO,252038354.0,1067479.0,True,296521772.0
86,AC/DC,Dirty Deeds Done Dirt Cheap,0.668,0.906,11.0,-4.881,0.17,0.214,0.00245,0.135,0.507,135.653,231933.0,AC/DC - Dirty Deeds Done Dirt Cheap (Official Audio),acdcVEVO,852728.0,14044.0,True,269837425.0
87,AC/DC,Shoot to Thrill,0.457,0.904,2.0,-5.303,0.0747,0.000239,0.0879,0.396,0.48,141.038,317427.0,AC/DC - Shoot To Thrill (Iron Man 2 Version),acdcVEVO,172293392.0,642344.0,True,292026041.0
88,AC/DC,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),0.456,0.863,3.0,-3.551,0.0894,0.133,0.0538,0.0553,0.532,135.962,301227.0,AC/DC - It's a Long Way to the Top (If You Wanna Rock 'n' Roll) (Official Video),Official Lives & Music Videos - Official Channel,102527.0,1881.0,False,196347993.0
89,AC/DC,Rock N Roll Train,0.547,0.931,2.0,-2.356,0.0615,0.000998,0.0118,0.278,0.697,118.4,261507.0,AC/DC - Rock N Roll Train (Official Video),acdcVEVO,18237531.0,119749.0,True,144143014.0
90,Black Eyed Peas,I Gotta Feeling,0.744,0.766,0.0,-6.375,0.0265,0.0873,0.0,0.509,0.61,127.966,289133.0,The Black Eyed Peas - I Gotta Feeling (Official Music Video),BlackEyedPeasVEVO,638267058.0,3670416.0,True,1001227038.0
91,Black Eyed Peas,DON'T YOU WORRY,0.831,0.868,11.0,-5.282,0.0325,0.176,0.0,0.184,0.483,131.971,194438.0,"Black Eyed Peas, Shakira, David Guetta - DON'T YOU WORRY (Official Music Video)",BlackEyedPeasVEVO,144690551.0,1327396.0,True,162685755.0
92,Black Eyed Peas,Where Is The Love?,0.834,0.699,5.0,-3.222,0.178,0.111,0.0,0.131,0.809,94.086,272533.0,The Black Eyed Peas - Where Is The Love? (Official Music Video),BlackEyedPeasVEVO,888076529.0,4899065.0,True,752091441.0
93,Black Eyed Peas,Just Can’t Get Enough,0.659,0.628,0.0,-8.685,0.179,0.186,0.0,0.105,0.262,94.05,219427.0,The Black Eyed Peas - Just Can't Get Enough (Official Music Video),BlackEyedPeasVEVO,292211575.0,1594576.0,True,331578264.0
94,Black Eyed Peas,GIRL LIKE ME,0.965,0.485,2.0,-8.784,0.191,0.0206,0.0237,0.0655,0.312,124.025,222523.0,"Black Eyed Peas, Shakira - GIRL LIKE ME (Official Music Video)",BlackEyedPeasVEVO,662529115.0,5488829.0,True,453923193.0
95,Black Eyed Peas,Pump It,0.649,0.931,1.0,-3.15,0.181,0.0093,0.0,0.751,0.744,153.645,213067.0,The Black Eyed Peas - Pump It (Official Music Video),BlackEyedPeasVEVO,755836314.0,4746197.0,True,492130246.0
96,Black Eyed Peas,Pump It Louder,0.66,0.942,4.0,-2.273,0.185,0.00789,1.76e-05,0.834,0.543,126.017,158571.0,Tiësto & Black Eyed Peas - Pump It Louder (Official Video),Tiësto,2099141.0,61252.0,True,27908495.0
97,Black Eyed Peas,Meet Me Halfway,0.798,0.629,11.0,-6.857,0.0735,0.00474,2.29e-05,0.324,0.4,130.002,284373.0,The Black Eyed Peas - Meet Me Halfway (Official Music Video),BlackEyedPeasVEVO,458724349.0,2094991.0,True,363930118.0
98,Black Eyed Peas,RITMO (Bad Boys For Life),0.732,0.716,10.0,-6.968,0.0561,0.0295,0.000758,0.73,0.666,105.093,214855.0,"Black Eyed Peas, J Balvin - RITMO (Bad Boys For Life) (Official Music Video)",BlackEyedPeasVEVO,1021503328.0,6398855.0,True,869795408.0
99,Black Eyed Peas,SIMPLY THE BEST,0.872,0.789,1.0,-6.047,0.132,0.203,2.39e-05,0.125,0.646,126.042,236190.0,"Black Eyed Peas, Anitta, El Alfa - SIMPLY THE BEST (Official Music Video)",BlackEyedPeasVEVO,43226385.0,242932.0,True,18501860.0
100,Michael Jackson,Billie Jean,0.932,0.457,11.0,-9.62,0.0541,0.0173,0.0436,0.0414,0.884,117.002,294227.0,Michael Jackson - Billie Jean (Official Video),michaeljacksonVEVO,1300732161.0,9523245.0,True,1302677366.0
101,Michael Jackson,Chicago,0.608,0.756,7.0,-2.675,0.176,0.0784,0.0,0.187,0.55,176.086,245507.0,Michael Jackson - Chicago,MJ4481,545655.0,7314.0,False,103974637.0
102,Michael Jackson,Beat It,0.776,0.711,3.0,-9.03,0.0473,0.0242,0.000353,0.234,0.901,138.728,258400.0,Michael Jackson - Beat It (Official 4K Video),michaeljacksonVEVO,905692299.0,6656468.0,True,826832314.0
103,Michael Jackson,Smooth Criminal - 2012 Remaster,0.853,0.981,8.0,-3.947,0.0751,0.247,0.468,0.306,0.595,118.193,257760.0,Michael Jackson - Smooth Criminal (Single Version) HD,vman,84652754.0,672624.0,False,526030670.0
104,Michael Jackson,Rock with You - Single Version,0.808,0.535,1.0,-12.521,0.0353,0.179,9.91e-05,0.158,0.848,114.031,220627.0,Michael Jackson - Rock With You (Official Video),michaeljacksonVEVO,301845823.0,2269865.0,True,346137424.0
105,Michael Jackson,Don't Stop 'Til You Get Enough,0.878,0.821,11.0,-9.875,0.089,0.126,0.0461,0.183,0.947,118.881,365467.0,Michael Jackson - Don’t Stop 'Til You Get Enough (Official Video),michaeljacksonVEVO,349102050.0,2254295.0,True,389644450.0
106,Michael Jackson,They Don't Care About Us,0.859,0.905,0.0,-5.539,0.129,0.205,0.00837,0.322,0.731,89.946,284160.0,Michael Jackson - They Don’t Care About Us (Brazil Version) (Official Video),michaeljacksonVEVO,978680025.0,8312571.0,True,256361972.0
107,Michael Jackson,Remember the Time,0.831,0.921,5.0,-2.383,0.0582,0.153,0.00224,0.305,0.795,108.002,239227.0,Michael Jackson - Remember The Time (Official Video),michaeljacksonVEVO,504057332.0,3085718.0,True,224254298.0
108,Michael Jackson,The Way You Make Me Feel - 2012 Remaster,0.877,0.854,1.0,-4.523,0.147,0.0544,5.5e-05,0.144,0.54,114.472,298120.0,Michael Jackson - The Way You Make Me Feel (Official Video),michaeljacksonVEVO,436325398.0,2515830.0,True,349629692.0
109,Michael Jackson,Love Never Felt So Good,0.775,0.719,7.0,-6.212,0.0435,0.132,1.79e-06,0.0662,0.712,117.513,246027.0,"Michael Jackson, Justin Timberlake - Love Never Felt So Good (Official Video)",michaeljacksonVEVO,343328494.0,2121502.0,True,280500270.0
110,P!nk,Just Give Me a Reason (feat. Nate Ruess),0.778,0.547,2.0,-7.273,0.0489,0.346,0.000302,0.132,0.441,95.002,242733.0,P!nk - Just Give Me A Reason ft. Nate Ruess,PinkVEVO,1518313784.0,6420621.0,True,995490565.0
111,P!nk,Never Gonna Not Dance Again,0.668,0.802,5.0,-4.005,0.0917,0.0273,0.0,0.163,0.769,113.796,225789.0,P!NK - Never Gonna Not Dance Again (Official Video),PinkVEVO,10941241.0,216805.0,True,34361626.0
112,P!nk,Raise Your Glass,0.7,0.709,7.0,-5.006,0.0838,0.0048,0.0,0.029,0.624,122.019,202960.0,P!nk - Raise Your Glass (Official Video),PinkVEVO,237232986.0,1026177.0,True,502735560.0
113,P!nk,Try,0.674,0.628,2.0,-7.079,0.03,0.00144,0.0,0.0944,0.552,103.998,247907.0,P!nk - Try (Official Video),PinkVEVO,534286492.0,2554163.0,True,476783121.0
114,P!nk,So What,0.534,0.87,11.0,-3.078,0.0425,0.000334,0.0,0.241,0.462,126.019,215160.0,P!nk - So What (Official Video),PinkVEVO,432775314.0,2187945.0,True,471672024.0
115,P!nk,What About Us,0.491,0.588,1.0,-6.177,0.0506,0.0281,2.01e-06,0.0906,0.193,113.608,269600.0,P!NK - What About Us (Official Video),PinkVEVO,339837769.0,1819636.0,True,662431775.0
116,P!nk,Cover Me In Sunshine,0.473,0.592,5.0,-6.859,0.138,0.0528,0.0,0.131,0.292,159.7,138573.0,"P!NK, Willow Sage Hart - Cover Me In Sunshine (Official Video)",PinkVEVO,80575503.0,948515.0,True,346097538.0
117,P!nk,TRUSTFALL,0.636,0.888,8.0,-3.889,0.0945,0.00162,0.000216,0.147,0.25,122.032,237200.0,P!NK - TRUSTFALL (Official Video),PinkVEVO,3309247.0,146755.0,True,2790105.0
118,P!nk,Who Knew,0.688,0.734,9.0,-4.569,0.0274,0.00462,0.0,0.0756,0.46,140.004,208493.0,P!nk - Who Knew (Official Video),PinkVEVO,168736063.0,611231.0,True,219363750.0
119,P!nk,True Love (feat. Lily Allen),0.457,0.823,9.0,-4.76,0.311,0.00144,0.0,0.108,0.578,192.205,230733.0,P!nk - True Love (Official Video) ft. Lily Allen,PinkVEVO,149977268.0,938718.0,True,170002964.0
120,Eminem,Mockingbird,0.637,0.678,0.0,-3.798,0.266,0.209,0.0,0.156,0.254,84.039,250760.0,Eminem - Mockingbird [Official Music Video],EminemVEVO,719661717.0,5550929.0,True,908006704.0
121,Eminem,Without Me,0.908,0.669,7.0,-2.827,0.0738,0.00286,0.0,0.237,0.662,112.238,290320.0,Eminem - Without Me (Official Music Video),EminemVEVO,1590485349.0,11469490.0,True,1457351902.0
